-0.12926349	0.17952631	0.09146513	0.079932936	0.15339337	0.06438975	-0.005749975	-0.13574423	0.06166692	0.031230705	0.009334063	0.004892655	-0.056922592	-0.044826537	0.08442859	0.13539605
-0.16498229	0.16506532	0.118582375	0.13742056	0.060477763	-0.000680508	0.010614695	-0.14858271	0.08233538	0.08218196	0.008226388	-0.036157213	-0.03461041	-0.058744438	0.12087889	0.13743058
-0.16976723	0.26260507	0.25166565	0.15068303	0.068630815	0.10777774	0.12923431	-0.25340626	0.058507312	0.11342098	-0.07506922	-0.07033133	-0.13310784	0.022774952	0.19366904	0.2083472
0.51679224	0.016347257	-0.49155134	-0.44501203	-0.11340087	-0.2768367	-0.31524938	0.4479694	0.21459593	-0.4473505	0.31702447	0.45720872	0.3892637	-0.14182198	-0.41424054	-0.49614578
0.006255851	0.10577548	0.010638903	0.013044292	-0.020376593	-0.061722104	-0.024482477	-0.055838935	0.058479767	-0.06473251	0.0056574056	0.029984059	0.008842587	-0.028550914	0.00024048341	-0.050039005
-0.017712036	0.02856259	0.06313808	0.014241027	0.006510189	-0.01129972	0.014717123	-0.011565128	0.029368715	-0.026970012	-0.04254765	0.045790747	-0.006996877	-0.035272524	-0.011522664	0.016247274
0.35563442	0.17775203	-0.3502587	-0.34718412	0.06447907	-0.3163567	-0.34215707	0.36840928	0.22651105	-0.38293657	0.37263194	0.4019778	0.385602	-0.20312004	-0.4270072	-0.4571019
-0.04777083	0.05987386	-0.020168867	0.028724872	-0.027737759	0.03667693	0.024188612	-0.08869574	0.032543827	0.008082978	-0.027935902	-0.0027792538	0.025030974	0.03554802	-0.006367455	0.011332604
0.4132727	0.052680083	-0.32723734	-0.32763526	0.070198275	-0.26628143	-0.25246003	0.3915902	0.2035563	-0.36663556	0.22524665	0.27612647	0.32198295	-0.19646847	-0.3415058	-0.3561076
0.011233177	0.066810966	0.03093835	0.033809908	-0.042512156	-0.0040916894	0.02112365	0.0069034044	-0.040891018	0.017556205	0.017856495	-0.018005617	0.023710003	-0.006007584	0.045412138	-0.011390031
0.40913156	0.12603852	-0.39217338	-0.40153468	0.12754634	-0.31520653	-0.28034347	0.39326808	0.29020298	-0.42011955	0.2893312	0.40300286	0.2950502	-0.22546043	-0.4165787	-0.38820985
-0.13965824	0.09833881	0.14415467	0.13836335	0.011300754	0.07027005	0.04968873	-0.09358434	-0.0045183534	0.10265458	-0.029404795	-0.07479371	-0.11496947	0.0010950252	0.077391125	0.09340763
0.25060603	-0.047865406	-0.21714105	-0.2561242	0.050602872	-0.18597333	-0.20772973	0.26772225	0.10235123	-0.22008371	0.2198972	0.22296257	0.14404711	-0.07899139	-0.24984854	-0.23143405
-0.39599437	0.099871956	0.31675583	0.30718905	-0.07866951	0.2120827	0.24425939	-0.4217881	-0.14600283	0.25263134	-0.21316199	-0.18560329	-0.21162918	0.16882133	0.3679992	0.3962908
-0.012389732	0.10634449	0.012019992	0.004214941	-0.033347506	-0.0038517695	0.02447353	-0.071167774	-0.005869188	-0.05403522	0.03605161	0.020326622	0.05304466	0.021499176	-0.0043040602	0.04547532
-0.0016243553	0.11288633	-0.050086644	0.012470249	0.038487278	-0.022038748	-0.086403504	0.04293554	0.020522911	-0.08021499	0.028208131	0.117475264	0.04747578	-0.067450896	0.00065500336	-0.053144366
-0.054033536	-0.11917458	0.07493543	0.02324639	-0.04108278	0.066023685	0.107235074	-0.08842655	-0.036638215	0.041563164	-0.06734504	-0.0613867	-0.10058686	0.06534004	0.11111003	0.09235835
0.065066576	-0.045732573	-0.06328052	-0.0927665	-0.07312839	-0.029765964	0.009727292	0.06678027	0.008416951	-0.01839275	0.066714786	0.02861991	0.048481356	0.03569884	-0.04810184	-0.12601173
0.16262953	0.064970315	-0.23853055	-0.19276856	0.096356824	-0.20193473	-0.20989934	0.21585232	0.11018306	-0.23456816	0.14598268	0.21250378	0.21285175	-0.18760289	-0.18828145	-0.22283807
-0.103201956	0.096481286	0.1166761	0.041043844	0.003144871	0.076889016	0.05937901	-0.10547185	0.0024724717	0.05520046	-0.034788467	-0.04785008	-0.008747568	0.014225811	0.04305349	0.06372312
0.051802307	0.13851143	-0.06059104	-0.14180131	0.065892786	-0.090153776	-0.09128014	0.013879541	0.16277131	-0.12776592	0.094975345	0.09988911	0.0575484	-0.094271645	-0.15517253	-0.060502138
-0.09853763	-0.0003705856	0.017850455	0.08824724	-0.060528614	0.04650377	-0.010381418	-0.08175225	-0.0066194762	0.012912817	-0.06628541	-0.017431907	0.007729194	0.0738098	0.043480147	0.036106367
0.038438484	0.07962423	-0.024974236	-0.045116857	0.053315576	-0.02851197	0.015555389	0.0103746895	0.053606853	0.024115438	0.012739615	0.04257749	-0.028807519	-0.06318863	-0.007961655	0.042940408
0.32239562	0.21030442	-0.3034773	-0.344008	0.22039317	-0.31194356	-0.3059769	0.2808977	0.27708647	-0.333135	0.34349653	0.32912412	0.27713588	-0.33837107	-0.37763432	-0.37715837
-0.12077298	0.1383219	0.043484297	0.013765369	0.06413628	0.017130658	0.036336273	-0.04270794	0.06961088	0.08858712	-0.06617112	-0.01782412	-0.08019212	0.021347018	0.013122574	0.056147616
-0.10621527	-0.09236371	0.0920246	0.044305425	-0.11284353	0.05369613	0.04406633	-0.08598402	-0.10194654	0.12012751	-0.029862357	-0.077378005	-0.1329722	0.08285385	0.13963917	0.09120341
0.009827938	0.13096972	0.005078985	0.01989789	0.021128694	-0.00086908217	-0.059044834	0.03278326	0.06742306	-0.054956917	0.038952593	-0.014020908	-0.019418774	-0.07112187	0.011929762	0.019088225
